TIME,COUNTRY,ISCEDF13,VALUE
2015,Latvia,Mathematics and statistics,6
2015,Latvia,Information and Communication Technologies,193
2015,Latvia,Engineering manufacturing and construction,398
2015,Latvia,Engineering and engineering trades,339
2015,Latvia,Manufacturing and processing,3
2015,Latvia,Architecture and construction,56
2015,Latvia,Agriculture forestry fisheries and veterinary,13
2015,Latvia,Health and welfare,1390
2015,Latvia,Health,1375
2015,Latvia,Dental studies,147
2015,Latvia,Medicine therapy and rehabilitation,0
2015,Latvia,Welfare,15
2015,Latvia,Care of the elderly and of disabled adults,0
2015,Latvia,Child care and youth services,0
2015,Latvia,Social work and counselling,15
2015,Latvia,Services,333
2015,Latvia,Domestic services,0
2015,Latvia,Hair and beauty services,0
2015,Latvia,Hotel restaurants and catering,5
2015,Latvia,Sports,5
2015,Latvia,Travel tourism and leisure,212
2015,Latvia,Transport services,59
2015,Lithuania,Total,4975
2015,Lithuania,Education,138
2015,Lithuania,Arts and humanities,722
2015,Lithuania,Social sciences journalism and information,1011
2015,Lithuania,Business administration and law,1427
2015,Lithuania,Natural sciences mathematics and statistics,56
2015,Lithuania,Biology,14
2015,Lithuania,Biochemistry,5
2015,Lithuania,Environment,5
2015,Lithuania,Physical sciences,20
2015,Lithuania,Mathematics and statistics,8
2015,Lithuania,Information and Communication Technologies,122
2015,Lithuania,Engineering manufacturing and construction,559
2015,Lithuania,Engineering and engineering trades,390
2015,Lithuania,Manufacturing and processing,15
2015,Lithuania,Architecture and construction,154
2015,Lithuania,Agriculture forestry fisheries and veterinary,41
2015,Lithuania,Health and welfare,851
2015,Lithuania,Health,775
2015,Lithuania,Dental studies,156
2015,Lithuania,Medicine therapy and rehabilitation,0
2015,Lithuania,Welfare,76
2015,Lithuania,Care of the elderly and of disabled adults,0
2015,Lithuania,Child care and youth services,2
2015,Lithuania,Social work and counselling,71
2015,Lithuania,Services,43
2015,Lithuania,Domestic services,0
2015,Lithuania,Hair and beauty services,3
2015,Lithuania,Hotel restaurants and catering,1
2015,Lithuania,Sports,9
2015,Lithuania,Travel tourism and leisure,0
2015,Lithuania,Transport services,30
2015,Luxembourg,Total,3163
2015,Luxembourg,Education,179
2015,Luxembourg,Arts and humanities,282
2015,Luxembourg,Social sciences journalism and information,371
2015,Luxembourg,Business administration and law,1523
2015,Luxembourg,Natural sciences mathematics and statistics,260
2015,Luxembourg,Biology,87
2015,Luxembourg,Biochemistry,0
2015,Luxembourg,Environment,30
2015,Luxembourg,Physical sciences,98
2015,Luxembourg,Mathematics and statistics,45
2015,Luxembourg,Information and Communication Technologies,238
2015,Luxembourg,Engineering manufacturing and construction,173
2015,Luxembourg,Engineering and engineering trades,58
2015,Luxembourg,Manufacturing and processing,6
2015,Luxembourg,Architecture and construction,45
2015,Luxembourg,Agriculture forestry fisheries and veterinary,36
2015,Luxembourg,Health and welfare,101
2015,Luxembourg,Health,46
2015,Luxembourg,Dental studies,0
2015,Luxembourg,Medicine therapy and rehabilitation,0
2015,Luxembourg,Welfare,55
2015,Luxembourg,Care of the elderly and of disabled adults,21
2015,Luxembourg,Child care and youth services,0
2015,Luxembourg,Social work and counselling,34
2015,Luxembourg,Services,0
2015,Luxembourg,Domestic services,0
2015,Luxembourg,Hair and beauty services,0
2015,Luxembourg,Hotel restaurants and catering,0
2015,Luxembourg,Sports,0
2015,Luxembourg,Travel tourism and leisure,0
2015,Luxembourg,Transport services,0
2015,Hungary,Total,21707
2015,Hungary,Education,567
2015,Hungary,Arts and humanities,1929
2015,Hungary,Social sciences journalism and information,1659
2015,Hungary,Business administration and law,2179
2015,Hungary,Natural sciences mathematics and statistics,384
2015,Hungary,Biology,112
2015,Hungary,Biochemistry,0
2015,Hungary,Environment,24
2015,Hungary,Physical sciences,193
2015,Hungary,Mathematics and statistics,55
2015,Hungary,Information and Communication Technologies,385
2015,Hungary,Engineering manufacturing and construction,1637
2015,Hungary,Engineering and engineering trades,1129
2015,Hungary,Manufacturing and processing,172
2015,Hungary,Architecture and construction,336
2015,Hungary,Agriculture forestry fisheries and veterinary,1453
2015,Hungary,Health and welfare,7645
2015,Hungary,Health,7578
2015,Hungary,Dental studies,1092
2015,Hungary,Medicine therapy and rehabilitation,0
2015,Hungary,Welfare,67
2015,Hungary,Care of the elderly and of disabled adults,0
2015,Hungary,Child care and youth services,25
2015,Hungary,Social work and counselling,42
2015,Hungary,Services,334
2015,Hungary,Domestic services,0
2015,Hungary,Hair and beauty services,0
2015,Hungary,Hotel restaurants and catering,1
2015,Hungary,Sports,63
2015,Hungary,Travel tourism and leisure,238
2015,Hungary,Transport services,0
2015,Malta,Total,821
2015,Malta,Education,34
2015,Malta,Arts and humanities,78
2015,Malta,Social sciences journalism and information,122
2015,Malta,Business administration and law,131
2015,Malta,Natural sciences mathematics and statistics,28
2015,Malta,Biology,4
2015,Malta,Biochemistry,1
2015,Malta,Environment,6
2015,Malta,Physical sciences,15
2015,Malta,Mathematics and statistics,1
2015,Malta,Information and Communication Technologies,39
2015,Malta,Engineering manufacturing and construction,32
2015,Malta,Engineering and engineering trades,20
2015,Malta,Manufacturing and processing,3
2015,Malta,Architecture and construction,7
2015,Malta,Agriculture forestry fisheries and veterinary,0
2015,Malta,Health and welfare,298
2015,Malta,Health,282
2015,Malta,Dental studies,15
2015,Malta,Medicine therapy and rehabilitation,0
2015,Malta,Welfare,16
2015,Malta,Care of the elderly and of disabled adults,1
2015,Malta,Child care and youth services,2
2015,Malta,Social work and counselling,13
2015,Malta,Services,59
2015,Malta,Domestic services,0
2015,Malta,Hair and beauty services,0
2015,Malta,Hotel restaurants and catering,22
2015,Malta,Sports,0
2015,Malta,Travel tourism and leisure,37
2015,Malta,Transport services,0
2015,Netherlands,Total,80941
2015,Netherlands,Education,1946
2015,Netherlands,Arts and humanities,8229
2015,Netherlands,Social sciences journalism and information,12081
2015,Netherlands,Business administration and law,22985
2015,Netherlands,Natural sciences mathematics and statistics,3636
2015,Netherlands,Biology,488
2015,Netherlands,Biochemistry,1054
2015,Netherlands,Environment,675
2015,Netherlands,Physical sciences,933
2015,Netherlands,Mathematics and statistics,410
2015,Netherlands,Information and Communication Technologies,1597
2015,Netherlands,Engineering manufacturing and construction,7164
2015,Netherlands,Engineering and engineering trades,4616
2015,Netherlands,Manufacturing and processing,846
2015,Netherlands,Architecture and construction,1702
2015,Netherlands,Agriculture forestry fisheries and veterinary,776
2015,Netherlands,Health and welfare,7006
2015,Netherlands,Health,4419
2015,Netherlands,Dental studies,94
2015,Netherlands,Medicine therapy and rehabilitation,0
2015,Netherlands,Welfare,2587
2015,Netherlands,Care of the elderly and of disabled adults,2184
2015,Netherlands,Child care and youth services,2
2015,Netherlands,Social work and counselling,401
2015,Netherlands,Services,5045
2015,Netherlands,Domestic services,119
2015,Netherlands,Hair and beauty services,0
2015,Netherlands,Hotel restaurants and catering,1568
2015,Netherlands,Sports,57
2015,Netherlands,Travel tourism and leisure,2229
2015,Netherlands,Transport services,920
2015,Austria,Total,67691
2015,Austria,Education,3977
2015,Austria,Arts and humanities,10614
2015,Austria,Social sciences journalism and information,13935
2015,Austria,Business administration and law,11112
2015,Austria,Natural sciences mathematics and statistics,6599
2015,Austria,Biology,2046
2015,Austria,Biochemistry,505
2015,Austria,Environment,473
2015,Austria,Physical sciences,2625
2015,Austria,Mathematics and statistics,604
2015,Austria,Information and Communication Technologies,3116
2015,Austria,Engineering manufacturing and construction,10535
2015,Austria,Engineering and engineering trades,4082
2015,Austria,Manufacturing and processing,403
2015,Austria,Architecture and construction,5077
2015,Austria,Agriculture forestry fisheries and veterinary,1192
2015,Austria,Health and welfare,5612
2015,Austria,Health,5225
2015,Austria,Dental studies,664
2015,Austria,Medicine therapy and rehabilitation,0
2015,Austria,Welfare,255
2015,Austria,Care of the elderly and of disabled adults,19
2015,Austria,Child care and youth services,3
2015,Austria,Social work and counselling,233
2015,Austria,Services,743
2015,Austria,Domestic services,0
2015,Austria,Hair and beauty services,0
2015,Austria,Hotel restaurants and catering,15
2015,Austria,Sports,317
2015,Austria,Travel tourism and leisure,294
2015,Austria,Transport services,0
2015,Poland,Total,43988
2015,Poland,Education,918
2015,Poland,Arts and humanities,4354
2015,Poland,Social sciences journalism and information,9662
2015,Poland,Business administration and law,9714
2015,Poland,Natural sciences mathematics and statistics,671
2015,Poland,Biology,91
2015,Poland,Biochemistry,7
2015,Poland,Environment,83
2015,Poland,Physical sciences,368
2015,Poland,Mathematics and statistics,122
2015,Poland,Information and Communication Technologies,2452
2015,Poland,Engineering manufacturing and construction,3608
2015,Poland,Engineering and engineering trades,2123
2015,Poland,Manufacturing and processing,446
2015,Poland,Architecture and construction,1032
2015,Poland,Agriculture forestry fisheries and veterinary,508
2015,Poland,Health and welfare,7393
2015,Poland,Health,7341
2015,Poland,Dental studies,831
2015,Poland,Medicine therapy and rehabilitation,0
2015,Poland,Welfare,50
2015,Poland,Care of the elderly and of disabled adults,0
2015,Poland,Child care and youth services,0
2015,Poland,Social work and counselling,50
2015,Poland,Services,4708
2015,Poland,Domestic services,0
2015,Poland,Hair and beauty services,401
2015,Poland,Hotel restaurants and catering,11
2015,Poland,Sports,19
2015,Poland,Travel tourism and leisure,3516
2015,Poland,Transport services,247
2015,Portugal,Total,16888
2015,Portugal,Education,1099
2015,Portugal,Arts and humanities,2029
2015,Portugal,Social sciences journalism and information,1920
2015,Portugal,Business administration and law,4255
2015,Portugal,Natural sciences mathematics and statistics,1325
2015,Portugal,Biology,383
2015,Portugal,Biochemistry,53
2015,Portugal,Environment,86
2015,Portugal,Physical sciences,553
2015,Portugal,Mathematics and statistics,231
2015,Portugal,Information and Communication Technologies,369
2015,Portugal,Engineering manufacturing and construction,3289
2015,Portugal,Engineering and engineering trades,1924
2015,Portugal,Manufacturing and processing,242
2015,Portugal,Architecture and construction,982
2015,Portugal,Agriculture forestry fisheries and veterinary,167
2015,Portugal,Health and welfare,1647
2015,Portugal,Health,1468
2015,Portugal,Dental studies,311
2015,Portugal,Medicine therapy and rehabilitation,0
2015,Portugal,Welfare,179
2015,Portugal,Care of the elderly and of disabled adults,0
2015,Portugal,Child care and youth services,0
2015,Portugal,Social work and counselling,179
2015,Portugal,Services,786
2015,Portugal,Domestic services,0
2015,Portugal,Hair and beauty services,0
2015,Portugal,Hotel restaurants and catering,43
2015,Portugal,Sports,255
2015,Portugal,Travel tourism and leisure,198
2015,Portugal,Transport services,45
2015,Romania,Total,23073
2015,Romania,Education,76
2015,Romania,Arts and humanities,2149
2015,Romania,Social sciences journalism and information,1170
2015,Romania,Business administration and law,3092
2015,Romania,Natural sciences mathematics and statistics,446
2015,Romania,Biology,43
2015,Romania,Biochemistry,9
2015,Romania,Environment,58
2015,Romania,Physical sciences,294
2015,Romania,Mathematics and statistics,34
2015,Romania,Information and Communication Technologies,589
2015,Romania,Engineering manufacturing and construction,2334
2015,Romania,Engineering and engineering trades,1266
2015,Romania,Manufacturing and processing,473
2015,Romania,Architecture and construction,595
2015,Romania,Agriculture forestry fisheries and veterinary,497
2015,Romania,Health and welfare,11926
2015,Romania,Health,11851
2015,Romania,Dental studies,3013
2015,Romania,Medicine therapy and rehabilitation,0
2015,Romania,Welfare,75
2015,Romania,Care of the elderly and of disabled adults,1
2015,Romania,Child care and youth services,0
2015,Romania,Social work and counselling,74
2015,Romania,Services,794
2015,Romania,Domestic services,0
2015,Romania,Hair and beauty services,0
2015,Romania,Hotel restaurants and catering,0
2015,Romania,Sports,520
2015,Romania,Travel tourism and leisure,9
2015,Romania,Transport services,215
2015,Slovenia,Total,2354
2015,Slovenia,Education,137
2015,Slovenia,Arts and humanities,274
2015,Slovenia,Social sciences journalism and information,347
2015,Slovenia,Business administration and law,357
2015,Slovenia,Natural sciences mathematics and statistics,205
2015,Slovenia,Biology,0
2015,Slovenia,Biochemistry,0
2015,Slovenia,Environment,0
2015,Slovenia,Physical sciences,0
2015,Slovenia,Mathematics and statistics,0
2015,Slovenia,Information and Communication Technologies,143
2015,Slovenia,Engineering manufacturing and construction,483
2015,Slovenia,Engineering and engineering trades,0
2015,Slovenia,Manufacturing and processing,0
2015,Slovenia,Architecture and construction,0
2015,Slovenia,Agriculture forestry fisheries and veterinary,62
2015,Slovenia,Health and welfare,232
2015,Slovenia,Health,0
2015,Slovenia,Dental studies,0
2015,Slovenia,Medicine therapy and rehabilitation,0
