"TIME","GEO","UNIT","SECTOR","COFOG99","NA_ITEM","Value"
"2011","Switzerland","Percentage of gross domestic product (GDP)","General government","Education","Total general government expenditure","5.2"
"2011","Switzerland","Percentage of gross domestic product (GDP)","General government","Tertiary education","Total general government expenditure","1.2"
"2011","Switzerland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","12.5"
"2011","Switzerland","Percentage of gross domestic product (GDP)","General government","Sickness and disability","Total general government expenditure","2.9"
"2011","Switzerland","Percentage of gross domestic product (GDP)","General government","Old age","Total general government expenditure","6.4"
"2011","Switzerland","Percentage of gross domestic product (GDP)","General government","Family and children","Total general government expenditure","0.5"
"2011","Switzerland","Percentage of gross domestic product (GDP)","General government","Unemployment","Total general government expenditure","1.0"
"2011","Switzerland","Percentage of gross domestic product (GDP)","General government","Housing","Total general government expenditure","0.0"
"2011","Switzerland","Percentage of gross domestic product (GDP)","General government","Social exclusion n.e.c.","Total general government expenditure","1.3"
"2012","Belgium","Percentage of gross domestic product (GDP)","General government","Total","Total general government expenditure","56.5"
"2012","Belgium","Percentage of gross domestic product (GDP)","General government","General public services","Total general government expenditure","8.8"
"2012","Belgium","Percentage of gross domestic product (GDP)","General government","Defence","Total general government expenditure","0.9"
"2012","Belgium","Percentage of gross domestic product (GDP)","General government","Public order and safety","Total general government expenditure","1.9"
"2012","Belgium","Percentage of gross domestic product (GDP)","General government","Economic affairs","Total general government expenditure","7.8"
"2012","Belgium","Percentage of gross domestic product (GDP)","General government","Fuel and energy","Total general government expenditure","0.2"
"2012","Belgium","Percentage of gross domestic product (GDP)","General government","Transport","Total general government expenditure","2.8"
"2012","Belgium","Percentage of gross domestic product (GDP)","General government","Environmental protection","Total general government expenditure","1.6"
"2012","Belgium","Percentage of gross domestic product (GDP)","General government","Housing and community amenities","Total general government expenditure","0.4"
"2012","Belgium","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.9"
