"TIME","GEO","AGE","SEX","INDIC_IL","UNIT","Value"
"2010","North Macedonia","From 18 to 64 years","Total","Median equivalised net income","Euro",":"
"2010","North Macedonia","18 years or over","Total","Median equivalised net income","Euro",":"
"2010","North Macedonia","From 25 to 49 years","Total","Median equivalised net income","Euro",":"
"2010","North Macedonia","From 25 to 54 years","Total","Median equivalised net income","Euro",":"
"2010","North Macedonia","From 50 to 64 years","Total","Median equivalised net income","Euro",":"
"2010","North Macedonia","From 55 to 64 years","Total","Median equivalised net income","Euro",":"
"2010","North Macedonia","Less than 60 years","Total","Median equivalised net income","Euro",":"
"2010","North Macedonia","60 years or over","Total","Median equivalised net income","Euro",":"
"2010","North Macedonia","Less than 65 years","Total","Median equivalised net income","Euro",":"
"2010","North Macedonia","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2010","North Macedonia","65 years or over","Total","Median equivalised net income","Euro",":"
"2010","North Macedonia","Less than 75 years","Total","Median equivalised net income","Euro",":"
"2010","North Macedonia","75 years or over","Total","Median equivalised net income","Euro",":"
"2010","Serbia","Total","Total","Median equivalised net income","Euro",":"
"2010","Serbia","Less than 6 years","Total","Median equivalised net income","Euro",":"
"2010","Serbia","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2010","Serbia","From 6 to 11 years","Total","Median equivalised net income","Euro",":"
"2010","Serbia","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2010","Serbia","From 12 to 17 years","Total","Median equivalised net income","Euro",":"
"2010","Serbia","Less than 16 years","Total","Median equivalised net income","Euro",":"
"2010","Serbia","From 16 to 24 years","Total","Median equivalised net income","Euro",":"
"2010","Serbia","From 16 to 64 years","Total","Median equivalised net income","Euro",":"
"2010","Serbia","16 years or over","Total","Median equivalised net income","Euro",":"
"2010","Serbia","Less than 18 years","Total","Median equivalised net income","Euro",":"
"2010","Serbia","From 18 to 24 years","Total","Median equivalised net income","Euro",":"
"2010","Serbia","From 18 to 64 years","Total","Median equivalised net income","Euro",":"
"2010","Serbia","18 years or over","Total","Median equivalised net income","Euro",":"
"2010","Serbia","From 25 to 49 years","Total","Median equivalised net income","Euro",":"
"2010","Serbia","From 25 to 54 years","Total","Median equivalised net income","Euro",":"
"2010","Serbia","From 50 to 64 years","Total","Median equivalised net income","Euro",":"
"2010","Serbia","From 55 to 64 years","Total","Median equivalised net income","Euro",":"
"2010","Serbia","Less than 60 years","Total","Median equivalised net income","Euro",":"
"2010","Serbia","60 years or over","Total","Median equivalised net income","Euro",":"
"2010","Serbia","Less than 65 years","Total","Median equivalised net income","Euro",":"
"2010","Serbia","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2010","Serbia","65 years or over","Total","Median equivalised net income","Euro",":"
"2010","Serbia","Less than 75 years","Total","Median equivalised net income","Euro",":"
"2010","Serbia","75 years or over","Total","Median equivalised net income","Euro",":"
"2010","Turkey","Total","Total","Median equivalised net income","Euro","2,754"
"2010","Turkey","Less than 6 years","Total","Median equivalised net income","Euro","2,299"
"2010","Turkey","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2010","Turkey","From 6 to 11 years","Total","Median equivalised net income","Euro","2,177"
"2010","Turkey","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2010","Turkey","From 12 to 17 years","Total","Median equivalised net income","Euro","2,245"
"2010","Turkey","Less than 16 years","Total","Median equivalised net income","Euro","2,234"
"2010","Turkey","From 16 to 24 years","Total","Median equivalised net income","Euro","2,643"
"2010","Turkey","From 16 to 64 years","Total","Median equivalised net income","Euro","3,013"
"2010","Turkey","16 years or over","Total","Median equivalised net income","Euro","3,001"
"2010","Turkey","Less than 18 years","Total","Median equivalised net income","Euro","2,244"
"2010","Turkey","From 18 to 24 years","Total","Median equivalised net income","Euro","2,753"
"2010","Turkey","From 18 to 64 years","Total","Median equivalised net income","Euro","3,069"
"2010","Turkey","18 years or over","Total","Median equivalised net income","Euro","3,054"
"2010","Turkey","From 25 to 49 years","Total","Median equivalised net income","Euro","2,976"
"2010","Turkey","From 25 to 54 years","Total","Median equivalised net income","Euro","3,069"
"2010","Turkey","From 50 to 64 years","Total","Median equivalised net income","Euro","3,541"
"2010","Turkey","From 55 to 64 years","Total","Median equivalised net income","Euro","3,500"
"2010","Turkey","Less than 60 years","Total","Median equivalised net income","Euro","2,718"
"2010","Turkey","60 years or over","Total","Median equivalised net income","Euro","3,079"
"2010","Turkey","Less than 65 years","Total","Median equivalised net income","Euro","2,736"
"2010","Turkey","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2010","Turkey","65 years or over","Total","Median equivalised net income","Euro","2,937"
"2010","Turkey","Less than 75 years","Total","Median equivalised net income","Euro","2,752"
"2010","Turkey","75 years or over","Total","Median equivalised net income","Euro","2,793"
"2011","Belgium","Total","Total","Median equivalised net income","Euro","20,008"
"2011","Belgium","Less than 6 years","Total","Median equivalised net income","Euro","19,772"
"2011","Belgium","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2011","Belgium","From 6 to 11 years","Total","Median equivalised net income","Euro","20,139"
"2011","Belgium","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2011","Belgium","From 12 to 17 years","Total","Median equivalised net income","Euro","18,347"
"2011","Belgium","Less than 16 years","Total","Median equivalised net income","Euro","19,622"
"2011","Belgium","From 16 to 24 years","Total","Median equivalised net income","Euro","19,130"
"2011","Belgium","From 16 to 64 years","Total","Median equivalised net income","Euro","21,280"
"2011","Belgium","16 years or over","Total","Median equivalised net income","Euro","20,063"
"2011","Belgium","Less than 18 years","Total","Median equivalised net income","Euro","19,296"
"2011","Belgium","From 18 to 24 years","Total","Median equivalised net income","Euro","19,756"
"2011","Belgium","From 18 to 64 years","Total","Median equivalised net income","Euro","21,448"
"2011","Belgium","18 years or over","Total","Median equivalised net income","Euro","20,160"
"2011","Belgium","From 25 to 49 years","Total","Median equivalised net income","Euro","21,878"
"2011","Belgium","From 25 to 54 years","Total","Median equivalised net income","Euro","21,909"
"2011","Belgium","From 50 to 64 years","Total","Median equivalised net income","Euro","21,418"
"2011","Belgium","From 55 to 64 years","Total","Median equivalised net income","Euro","20,733"
"2011","Belgium","Less than 60 years","Total","Median equivalised net income","Euro","21,058"
"2011","Belgium","60 years or over","Total","Median equivalised net income","Euro","16,230"
"2011","Belgium","Less than 65 years","Total","Median equivalised net income","Euro","20,916"
"2011","Belgium","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2011","Belgium","65 years or over","Total","Median equivalised net income","Euro","15,398"
"2011","Belgium","Less than 75 years","Total","Median equivalised net income","Euro","20,454"
"2011","Belgium","75 years or over","Total","Median equivalised net income","Euro","14,681"
"2011","Bulgaria","Total","Total","Median equivalised net income","Euro","2,914"
"2011","Bulgaria","Less than 6 years","Total","Median equivalised net income","Euro","2,886"
"2011","Bulgaria","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2011","Bulgaria","From 6 to 11 years","Total","Median equivalised net income","Euro","2,601"
"2011","Bulgaria","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2011","Bulgaria","From 12 to 17 years","Total","Median equivalised net income","Euro","2,566"
"2011","Bulgaria","Less than 16 years","Total","Median equivalised net income","Euro","2,717"
"2011","Bulgaria","From 16 to 24 years","Total","Median equivalised net income","Euro","2,774"
"2011","Bulgaria","From 16 to 64 years","Total","Median equivalised net income","Euro","3,190"
"2011","Bulgaria","16 years or over","Total","Median equivalised net income","Euro","2,945"
"2011","Bulgaria","Less than 18 years","Total","Median equivalised net income","Euro","2,680"
"2011","Bulgaria","From 18 to 24 years","Total","Median equivalised net income","Euro","2,880"
"2011","Bulgaria","From 18 to 64 years","Total","Median equivalised net income","Euro","3,206"
"2011","Bulgaria","18 years or over","Total","Median equivalised net income","Euro","2,958"
"2011","Bulgaria","From 25 to 49 years","Total","Median equivalised net income","Euro","3,246"
"2011","Bulgaria","From 25 to 54 years","Total","Median equivalised net income","Euro","3,274"
"2011","Bulgaria","From 50 to 64 years","Total","Median equivalised net income","Euro","3,274"
"2011","Bulgaria","From 55 to 64 years","Total","Median equivalised net income","Euro","3,186"
"2011","Bulgaria","Less than 60 years","Total","Median equivalised net income","Euro","3,105"
"2011","Bulgaria","60 years or over","Total","Median equivalised net income","Euro","2,416"
"2011","Bulgaria","Less than 65 years","Total","Median equivalised net income","Euro","3,102"
"2011","Bulgaria","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2011","Bulgaria","65 years or over","Total","Median equivalised net income","Euro","2,230"
"2011","Bulgaria","Less than 75 years","Total","Median equivalised net income","Euro","2,980"
"2011","Bulgaria","75 years or over","Total","Median equivalised net income","Euro","2,036"
"2011","Czechia","Total","Total","Median equivalised net income","Euro","7,451"
"2011","Czechia","Less than 6 years","Total","Median equivalised net income","Euro","7,317"
"2011","Czechia","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2011","Czechia","From 6 to 11 years","Total","Median equivalised net income","Euro","7,037"
"2011","Czechia","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2011","Czechia","From 12 to 17 years","Total","Median equivalised net income","Euro","6,645"
