"SEX","GEO","INDIC_SE","ISCO08","NACE_R2","TIME","SIZECLAS","UNIT","Value"
"Males","Czechia","Gross earnings","Total","Financial and insurance activities","2018","10 employees or more","Euro","2,400"
"Males","Czechia","Gross earnings","Total","Real estate activities","2018","10 employees or more","Euro","1,212"
"Males","Czechia","Gross earnings","Total","Professional, scientific and technical activities","2018","10 employees or more","Euro","1,884"
"Males","Czechia","Gross earnings","Total","Administrative and support service activities","2018","10 employees or more","Euro","855"
"Males","Czechia","Gross earnings","Total","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro","1,443"
"Males","Czechia","Gross earnings","Total","Public administration and defence; compulsory social security","2018","10 employees or more","Euro","1,483"
"Males","Czechia","Gross earnings","Total","Education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro","1,409"
"Males","Czechia","Gross earnings","Total","Education","2018","10 employees or more","Euro","1,391"
"Males","Czechia","Gross earnings","Total","Human health and social work activities","2018","10 employees or more","Euro","1,612"
"Males","Czechia","Gross earnings","Total","Arts, entertainment and recreation","2018","10 employees or more","Euro","1,164"
"Males","Czechia","Gross earnings","Total","Other service activities","2018","10 employees or more","Euro","1,096"
"Males","Denmark","Gross earnings","Total","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","4,936"
"Males","Denmark","Gross earnings","Total","Industry, construction and services (except public administration, defense, compulsory social security)","2018","10 employees or more","Euro","4,924"
"Males","Denmark","Gross earnings","Total","Business economy","2018","10 employees or more","Euro","5,009"
"Males","Denmark","Gross earnings","Total","Industry and construction","2018","10 employees or more","Euro","5,224"
"Males","Denmark","Gross earnings","Total","Industry (except construction)","2018","10 employees or more","Euro","5,459"
"Males","Denmark","Gross earnings","Total","Mining and quarrying","2018","10 employees or more","Euro","7,960"
"Males","Denmark","Gross earnings","Total","Manufacturing","2018","10 employees or more","Euro","5,363"
"Males","Denmark","Gross earnings","Total","Electricity, gas, steam and air conditioning supply","2018","10 employees or more","Euro","6,792"
"Males","Denmark","Gross earnings","Total","Water supply; sewerage, waste management and remediation activities","2018","10 employees or more","Euro","4,908"
"Males","Denmark","Gross earnings","Total","Construction","2018","10 employees or more","Euro","4,768"
"Males","Denmark","Gross earnings","Total","Services (except activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","4,841"
"Males","Denmark","Gross earnings","Total","Services (except public administration, defense, compulsory social security, activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","4,817"
"Males","Denmark","Gross earnings","Total","Wholesale and retail trade; transport; accommodation and food service activities; information and communication","2018","10 employees or more","Euro","4,687"
"Males","Denmark","Gross earnings","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles","2018","10 employees or more","Euro","4,246"
"Males","Denmark","Gross earnings","Total","Transportation and storage","2018","10 employees or more","Euro","5,330"
"Males","Denmark","Gross earnings","Total","Accommodation and food service activities","2018","10 employees or more","Euro","3,314"
"Males","Denmark","Gross earnings","Total","Information and communication","2018","10 employees or more","Euro","6,339"
"Males","Denmark","Gross earnings","Total","Financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","2018","10 employees or more","Euro","5,253"
"Males","Denmark","Gross earnings","Total","Financial and insurance activities","2018","10 employees or more","Euro","7,063"
"Males","Denmark","Gross earnings","Total","Real estate activities","2018","10 employees or more","Euro","4,786"
"Males","Denmark","Gross earnings","Total","Professional, scientific and technical activities","2018","10 employees or more","Euro","6,476"
"Males","Denmark","Gross earnings","Total","Administrative and support service activities","2018","10 employees or more","Euro","4,001"
"Males","Denmark","Gross earnings","Total","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro","4,716"
"Males","Denmark","Gross earnings","Total","Public administration and defence; compulsory social security","2018","10 employees or more","Euro","5,141"
"Males","Denmark","Gross earnings","Total","Education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro","4,593"
"Males","Denmark","Gross earnings","Total","Education","2018","10 employees or more","Euro","4,808"
"Males","Denmark","Gross earnings","Total","Human health and social work activities","2018","10 employees or more","Euro","4,427"
